feature1,age,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,target
0.133175461,65,1,0.215749198,4050,19,0,0,0,1,0
1.0,60,2,0.258289703,1718,8,0,0,1,1,1
0.93985518,31,1,0.218539073,6666,6,0,0,0,0,0
0.272857395,46,0,0.45463721,8916,9,0,2,0,3,0
0.07435702599999999,65,0,55.0, ,4,0,0,0,0,0
0.380132465,62,0,0.30234958100000003,25000,13,0,3,0,0,0
0.482376925,46,0,0.471683698,10470,12,0,2,0,1,0
0.74245151,63,0,0.539054364,4800,9,0,1,0,0,1
0.6021997060000001,46,0,0.252699784,4166,12,0,0,0,0,1
0.467667283,56,0,0.6800984999999999,13400,12,0,4,0,1,0
0.021437579,29,0,0.004329004,3500,4,0,0,0,1,0
0.542555026,41,0,0.348508151,3250,6,0,0,0,2,0
0.001103579,39,0,0.8262934270000001,4000,6,0,2,0,0,0
0.7934539190000001,45,0,0.14214308,3200,5,0,0,0,0,1
0.100380811,40,0,0.120496466,5800,6,0,0,0,2,0
0.024105726,57,0,0.209633972,6310,9,0,1,0,2,0
0.044192916,56,0,0.29054189199999997,5000,10,0,2,0,0,0
0.328048419,79,0,0.396484821,4380,6,0,1,0,1,0
0.005561491,73,0,0.004329004,8632,4,0,0,0,0,0
0.09851819,73,0,245.0, ,7,0,0,0,0,0
0.00695993,51,0,0.470493418,11166,14,0,2,0,2,0
0.34171273,53,0,0.35736948399999996,10400,6,0,2,0,3,0
1.0,44,0,0.007352941,2583,2,0,0,0,2,0
0.9999998999999999,82,0,0.004329004, ,2,0,0,0, ,0
0.005714038,49,0,0.635036496,3150,6,0,1,0,2,0
0.10948233,54,0,0.116627791,3000,12,0,0,0,0,0
0.14715113800000001,61,0,0.693653173,2000,9,0,1,0,0,0
0.026423491,45,0,1103.0, ,24,0,1,0,0,0
0.0044772779999999995,56,0,716.0, ,5,0,1,0,0,0
0.006420884,57,3,0.23377570399999997,6856,20,0,1,1,2,1
0.412102445,36,0,0.368879946,2981,6,0,0,0,0,0
1.0,29,0,0.20972062800000002,2612,5,1,0,0,1,1
0.08641602300000001,43,0,0.070390207,3920,7,0,0,0,0,0
0.258975351,64,1,0.5268700070000001,2753,10,0,0,0,0,0
0.05810561,60,0,0.243589744,3899,9,0,1,0,0,0
0.810237203,32,0,0.093981204,5000,2,2,0,0,0,0
0.008315361,59,0,0.25293039300000003,18000,15,0,3,0,2,0
0.005484793000000001,87,0,0.004329004,5000,6,0,0,0,0,0
0.22832572199999998,60,0,0.18284260300000002,2750,10,0,0,0,0,0
0.33341322100000004,52,0,0.637325206,5577,16,0,1,0,1,0
0.9999998999999999,49,0,1118.0, ,2,0,0,0,3,0
0.087515152,50,1,0.623595506,6585,22,0,2,0,1,1
0.0,58,0,1675.0, ,6,0,1,0,1,0
0.091471835,57,0,0.189461131,13416,8,0,1,0,3,0
0.04179833,66,0,0.510919126,8333,9,0,2,0,0,0
0.12594074,50,0,0.562491073,7000,4,0,2,0,1,0
0.193184639,51,0,0.18793084,8848,10,0,1,0,1,0
0.030376121000000002,84,0,424.0, ,6,0,1,0,0,0
0.444819398,66,0,0.403254614,5038,6,0,2,0,1,0
0.36459777,42,0,0.593899089,6916,7,0,3,0,0,0
0.030570992,58,0,4981.0, ,18,0,3,0,3,0
0.01675476,76,0,0.005998666999999999,4500,3,0,0,0,0,0
0.079997539,70,0,456.0, ,5,0,0,0,0,0
0.041096326,74,0,10.037785589,2275,7,0,2,0,1,0
1.0,39,0,0.294235255,3000,6,0,0,1,2,0
0.12819139400000001,58,1,0.38955317799999994,4766,7,1,2,1,1,1
0.0,30,0,10.167455061,1300,4,0,0,0,1,1
0.21947820399999998,48,0,0.724534433,8000,17,0,3,0,0,0
0.340833227,55,0,3020.0, ,11,0,3,0,0,0
0.896123151,35,1,0.444711058,5000,10,0,1,0,4,1
0.9999998999999999,37,1,0.171622327,3833,6,0,0,1,2,1
0.0,40,1,0.004329004,8375,4,0,0,0,0,0
0.047581545999999995,47,0,0.297051409,9122,18,0,3,0,1,0
0.02558673,42,0,0.192911205,5416,5,0,1,0,0,0
0.060587882,29,0,0.097944825,5400,2,0,0,0,0,0
0.0,30,0,0.272606088,4500,2,0,1,0,0,0
0.107830632,36,1,0.24943764100000002,4000,5,0,2,0,2,0
0.863882913,40,0,0.273531391,10400,7,0,1,0,2,0
0.313123155,43,0,0.058347083,20000,12,0,1,0,3,0
0.7897367540000001,54,0,0.08938212400000001,5000,5,0,0,0,3,0
0.004530049,62,0,4.0, ,10,0,0,0,0,0
0.0,50,0,2293.0, ,8,0,1,0,0,0
0.17778789600000003,54,0,0.7893026740000001,4000,16,0,2,0,0,0
0.008327732,60,0,0.004329004,8084,2,0,0,0,0,0
0.0,53,0,0.283950617,7046,17,1,2,0,0,0
0.007538768,66,1,69.0, ,3,0,0,0, ,0
0.637472505,29,0,0.032989004,3000,2,0,0,0,0,0
0.141831239,52,0,0.12078792099999999,10000,7,0,1,0,0,0
0.8419997490000001,44,0,0.5289754289999999,4313,8,0,1,0,1,0
0.013332445,87,0,0.004329004,2450,2,0,0,0,0,0
0.322834196,42,0,0.245435354,25000,9,0,1,0,2,0
0.25651161100000003,33,0,474.0,1300,5,0,1,0,3,0
0.004259899,38,0,0.28791754399999997,13291,10,0,2,0,2,0
0.40116790700000005,30,0,0.074985003,5000,2,0,0,0,1,0
0.39460248,53,0,0.452649068,5416,19,0,3,0,2,0
0.406649616,62,1,0.6308122420000001,6795,21,0,2,0,1,0
0.202962002,32,1,0.38303740700000005,5800,8,0,1,0,1,0
0.9200014409999999,32,0,0.18520682,25000,12,0,1,0,0,1
0.020220028,40,0,0.26616915399999996,6833,18,0,1,0,2,0
0.224009741,54,0,1395.0, ,11,0,1,0,0,0
0.43124218799999997,62,0,0.29511054,10900,9,0,3,0,0,0
0.47800964,64,0,0.281345566,2942,7,0,1,0,0,0
0.061583142,59,0,0.297276563,10427,9,0,2,0,0,0
0.0,62,0,0.066320739,18500,8,0,3,0,2,0
0.040139756,71,1,4269.0, ,14,0,2,0,1,0
0.334182184,51,0,0.49313424899999997,7500,14,0,2,0,1,0
0.5545742379999999,38,0,0.13712326800000002,7000,4,0,0,0,0,0
0.712734805,40,0,0.281934996,10583,5,0,2,0,2,0
0.271741258,55,2,0.952015995,3000,19,0,3,0,1,0
0.029855721,74,0,0.050144092,3469,3,0,0,0,0,0
0.146632832,40,0,604.0, ,19,0,0,0,0,0
0.059580943,52,0,1055.0, ,12,0,1,0,0,0
0.709222021,60,0,0.489795918,4507,8,0,1,0,0,0
0.142368241,52,0,4981.0, ,13,0,4,0,1,0
0.814837033,60,0,4981.0,1300,10,0,4,0,0,1
0.916566675,41,0,2131.0, ,4,0,1,0,1,0
0.752095993,44,0,0.032684658,9300,7,0,0,0,3,0
0.0062349269999999995,64,1,333.0, ,8,0,1,0,0,0
0.053348665999999996,65,0,0.318011527,6939,10,0,1,0,1,0
0.9999998999999999,49,0,0.103385594,4400,3,0,0,0,2,0
0.107051461,66,0,0.018497688,8000,3,0,0,0,0,0
0.37196491200000004,48,0,0.588068655,6000,11,0,1,0,2,0
0.11894053,51,0,0.459388646,2289,2,0,1,0,0,0
0.454195995,38,0,0.356366797,2300,10,0,0,0,0,0
0.021082764,47,0,0.073154474,6000,8,0,1,0,0,0
0.140305542,50,0,0.36854529399999997,10166,16,0,1,0,2,0
0.029739777000000002,47,1,0.423184658,4640,10,0,2,0,0,0
0.088760385,33,0,0.9506054429999999,8340,20,0,2,0,2,0
0.25072792,43,0,0.666223404,10527,6,0,2,0,2,0
0.111714374,86,0,97.0, ,4,0,0,0,0,0
0.148359141,80,0,0.6824565579999999,4200,11,1,4,1,0,1
0.065055284,57,0,0.060429594,10474,5,0,1,0,1,0
0.058985254,29,0,0.004329004,3083,4,0,0,0,0,0
0.249157818,51,0,2617.0, ,8,0,1,0,3,0
0.036115439,68,0,0.268013265,9950,9,0,3,0,0,0
0.9999998999999999,70,0,0.004329004,4000,2,0,0,0,1,0
0.100832601,74,0,0.011998,6000,11,0,0,0,0,0
0.991192573,56,1,0.17936412699999998,5000,7,2,0,0,1,0
0.381874516,42,0,0.362355239,7166,5,0,1,0,3,0
0.050343381,51,0,2362.0, ,8,0,1,0,2,0
0.39709386399999996,59,0,0.160907356,4716,5,0,0,0,1,0
0.6789406370000001,52,1,0.566858285,4000,13,0,2,0,2,0
0.046849141,60,0,0.26910441399999996,7000,10,0,2,0,0,0
0.9733628390000001,43,0,0.51812047,4000,7,0,1,0,1,0
0.10538661,58,0,219.0, ,4,0,1,0,3,0
0.890473968,56,0,0.194451032,12650,9,0,1,0,1,0
0.570298335,40,0,0.257914029,3000,5,0,0,0,1,0
0.040710484,49,0,0.156153507,6800,9,0,0,0,0,0
0.0,48,0,0.425334324,2691,13,0,0,0,1,0
0.002768869,85,0,0.011494253000000001,2000,6,0,0,0,1,0
0.08378653400000001,72,0,10.295400836,5500,11,0,3,0,0,0
0.239572032,53,0,0.19362528699999998,11325,15,0,1,0,3,0
1.0,29,1,529.0,1300,3,1,0,1,0,1
0.08206147400000001,69,0,0.032661222999999996,6000,5,0,0,0,0,0
0.08189158,37,0,0.070708856,5656,12,1,0,0,0,0
0.515146168,42,0,2348.0, ,7,0,2,0,0,0
0.0,74,0,0.152738904,2500,4,0,0,0,0,0
0.03161664,60,0,0.246064798,14166,7,0,2,0,0,0
0.080878614,78,0,0.080153588,8333,4,0,1,0,2,0
0.055747446,61,0,0.396097046,3791,9,0,1,0,0,0
0.007541193000000001,43,0,2294.0, ,7,0,1,0,0,0
0.39755020399999996,29,0,0.299723757,1447,5,0,0,0,0,0
0.0,76,0,0.089254881,15057,6,0,1,0,1,0
0.013661814,68,0,1317.0, ,8,0,1,0,0,0
0.031793641,29,0,0.004329004,3333,2,0,0,0,0,0
0.9999998999999999,44,0,0.004329004, ,4,0,0,0,0,0
0.837615688,52,0,0.314450167,3300,6,0,1,0,2,0
0.004203368,65,0,0.106927011,2150,7,0,0,0,0,0
0.081396974,52,0,0.558315662,3300,23,0,2,0,0,0
0.0039992,66,0,0.078312605,25000,10,0,1,0,0,0
0.46454502,60,0,2037.0, ,9,0,2,0,0,0
0.012881595,32,0,0.332698534,5250,5,0,1,0,4,0
0.002799907,68,0,0.004329004,5000,3,0,0,0,1,0
0.154185681,29,0,0.123251166,1500,3,0,0,0,0,0
0.528508124,54,0,1635.0, ,8,0,1,0, ,0
0.027848271,59,0,0.922368163,5100,22,0,3,0,0,0
0.7499086559999999,63,0,0.331105765,11222,15,0,1,0,1,0
0.138326746,57,0,0.863827235,3333,9,0,1,1,0,0
0.10632234199999999,55,0,0.013808851,9196,5,0,0,0,0,0
0.0,87,0,0.004329004, ,3,0,0,0,1,0
0.049616333,51,0,3329.0,1300,5,0,1,0,2,0
0.44324454,48,0,0.164553418,25000,7,0,1,0,3,0
0.070795989,79,0,394.0, ,10,0,0,0, ,0
0.9122087790000001,47,0,0.412158681,1940,9,0,0,0,0,0
0.005134517,69,0,0.081420817,10500,11,0,2,0,0,0
0.026768407,48,0,0.26912114,4209,4,0,1,0,2,0
0.133618386,37,0,0.030522300000000002,7600,15,0,0,0,1,0
0.0,53,0,16320.5,1300,13,0,1,0,0,0
0.589426322,65,0,0.6747494340000001,3092,12,0,1,0,0,0
0.330682156,43,0,0.431284358,2000,8,0,0,1,1,0
0.9093062009999999,66,0,0.417904204,4780,19,0,0,1,0,1
0.713458281,52,0,0.343330477,3500,8,0,0,0,0,0
0.734439191,44,0,0.33718761700000005,2680,6,0,1,0,2,0
0.178569678,42,0,0.265636718,6666,7,0,1,0,3,0
0.42735042700000003,48,0,0.060338200999999994,2601,2,0,0,0,0,1
0.280510888,54,0,0.260894925,12000,21,0,2,0,2,0
0.076331837,64,0,0.154910286,7300,9,0,1,0,0,0
0.50827155,70,0,2606.0, ,18,0,2,0,1,0
0.016344221000000003,41,0,0.006493506,2771,5,0,0,0,4,0
0.9999998999999999,47,0,0.48970206,5000,7,0,2,0,0,0
0.249681635,35,0,0.34204235,5855,9,0,1,0,0,0
0.008690948,62,0,0.16494597800000002,4164,12,0,2,0,1,0
0.577437919,52,1,0.09663532300000001,8826,11,0,0,0,1,0
0.9999998999999999,67,0,0.298170494,10275,6,0,1,0,0,0
0.7934021990000001,50,2,0.520547945,10000,13,1,1,0,2,0
0.0,53,2,0.532638889,2879,9,0,2,0,0,0
0.324311713,67,1,10.002906977,2751,11,0,3,0,0,0
0.00447991,74,0,380.20113314,6000,6,0,0,0,0,0
0.16288371199999999,47,0,0.277897768,4166,5,0,1,0,3,0
0.9999998999999999,48,0,0.539697354,15000,12,0,4,0,0,1
0.650060954,44,0,0.624254153,6200,10,1,1,0,2,0
0.019021482,85,0,0.0070367469999999994,2557,3,0,0,0,0,0
1.0,34,0,189.0,1300,3,0,0,0,0,0
0.587179948,45,2,0.528596187,7500,11,0,2,0,3,0
0.19711405399999998,62,0,362.0, ,3,0,0,0,0,0
0.007019691,68,0,1390.0, ,17,0,1,0,0,0
0.550784128,42,0,0.330278287,6000,7,0,1,0,0,0
0.0,64,0,1176.0, ,5,0,1,0,0,0
0.214716295,43,0,30.119914346999998,1400,12,0,4,0,1,0
0.314027742,58,0,4981.0, ,11,0,2,0,0,0
0.917908209,58,1,0.224159147,4875,8,0,0,0,1,0
0.006124353000000001,55,0,0.004329004,12916,23,0,0,0,0,0
0.20174408,59,0,0.379602284,5078,20,0,1,0,1,0
0.23359580100000002,40,2,0.033661056,6000,4,0,0,0,2,0
0.017186821,55,0,0.09765039199999999,6000,15,0,1,0,0,0
0.11804572199999999,77,0,361.0, ,5,0,0,0,0,0
0.16909454399999999,50,1,0.004854369,3501,3,0,0,1,0,0
0.052508683,60,0,0.008029086999999999,6600,7,0,0,0,1,0
0.268886556,54,0,160.0, ,2,0,0,0,0,0
0.025460179,48,0,0.223193623,11666,17,0,3,0,3,0
0.290593323,36,0,0.18500838600000002,7750,8,0,1,0,0,0
0.0,50,0,0.210175517,4500,9,0,1,0,1,0
0.012343099,56,0,0.367486178,8500,11,0,2,0,2,0
0.038942297,51,0,0.366151203,5819,11,0,2,0,1,0
0.45610143799999997,50,0,0.432189083,5330,15,1,2,2,1,1
0.0,68,1,0.106524805,7800,6,0,1,0,0,0
0.0006025000000000001,35,0,1209.0, ,5,0,1,0,0,0
0.0,59,0,0.31788813,5416,4,0,1,0,0,0
0.018554424,66,0,0.010296971,6700,11,0,0,0,0,0
0.9139434059999999,38,1,0.65679677,5200,14,0,3,0,3,0
0.940189252,35,0,0.07151008,2628,3,0,0,0,1,0
0.101446335,47,0,105.0, ,2,0,0,0,0,0
0.29203371300000003,64,0,1320.0, ,4,0,1,0,0,0
0.006198043,87,0,0.104122246,8441,11,0,2,0,0,0
0.409393212,77,0,0.793715568,4900,13,0,1,0,0,0
0.32668813,76,0,0.277590236,3850,9,0,1,0,1,0
0.7022977020000001,51,1,0.312651478,4125,6,0,2,1,0,0
0.190301616,38,1,0.519807479,2700,7,3,1,2,1,0
1.0,43,0,237.0, ,2,3,0,0,0,1
0.882869538,54,0,0.48438839200000006,8166,13,0,3,0,2,0
0.9999998999999999,34,0,0.019988895,1800,2,3,0,0,2,0
0.011899109,41,0,0.250774923,10000,6,0,1,0,2,0
0.852383626,49,0,4106.0, ,24,0,3,0,3,0
0.975062344,45,1,0.143433955,5200,3,0,0,0,4,1
0.310471094,50,0,0.02806341,4667,4,0,0,0,1,0
0.013510955,69,0,0.22883820600000002,6532,11,0,2,0,0,0
0.048434656,81,0,1112.0, ,5,0,1,0,0,0
0.182831615,67,0,0.229486793,9956,14,0,1,0,1,0
0.9999998999999999,48,0,10.294539862,3900,9,0,2,0,2,1
0.05484433,51,0,1215.0, ,6,0,1,0,0,0
0.133595767,62,0,10.218117409,1975,13,0,3,0,1,0
0.12057117,66,0,944.0, ,5,0,0,0,0,0
0.825502939,39,0,0.445110978,5000,14,0,0,0,0,0
0.029016486,87,0,34.0, ,6,0,0,0,0,0
0.9361765959999999,46,0,0.271954674,6000,2,0,0,0,1,0
0.948207171,29,0,0.005828476,1300,2,0,0,0,0,1
0.359632018,81,0,0.751784185,7005,6,0,3,0,0,0
0.9999998999999999,87,0,0.004329004,3689,2,1,0,0,1,0
0.08683928,40,0,0.166211915,4397,16,0,0,0,0,1
0.157050614,29,0,0.206269877,2200,3,0,0,0,0,0
0.001540009,59,0,0.213690063,8633,11,0,2,0,0,0
0.008364928,77,0,0.052947338,10500,19,0,0,0,0,0
0.716877366,29,0,0.18547913,3401,3,0,0,0,0,0
0.368713865,39,0,0.43147151200000006,8915,10,0,2,0,2,0
0.047916047999999996,49,0,0.009279086,1400,7,0,0,0,0,0
0.058937607999999996,67,0,57.0, ,3,0,0,0,0,0
0.10337548099999999,47,1,0.104946754,5821,10,0,0,1,3,0
0.284371373,55,0,10.096686223999999,12100,20,0,4,0,3,0
0.10388961099999999,29,0,0.775312067,1300,6,0,0,0,0,0
0.005083192,43,0,0.34766963700000003,5835,8,0,1,0,0,0
0.109080993,71,0,0.293263509,4200,5,0,1,0,0,0
0.055086047,46,0,0.62293433,13917,10,0,3,0,1,0
0.0,61,0,0.417844954,2050,5,0,0,0,1,0
0.020236344,75,1,0.39570641100000004,6893,16,0,2,0,0,0
0.9999998999999999,37,0,0.377631696,11256,11,0,2,0,1,0
0.136744236,68,0,0.45545441,6700,9,0,2,0,2,0
0.9999998999999999,38,1,0.096028689,7528,2,1,1,0,4,1
0.087526688,77,0,0.6866602690000001,2083,17,0,1,0,0,0
0.0,31,0,0.29099099100000003,1300,3,0,0,0,0,0
0.9999998999999999,44,0,0.8006720270000001,8332,5,0,1,0,0,0
0.52858779,30,0,0.34110787200000003,2400,12,0,0,0,0,0
0.9999998999999999,30,0,0.046029050999999994,5300,2,0,0,0,1,0
0.039135033,56,0,0.183981602,10000,8,0,2,0,0,0
0.6781194309999999,31,0,0.707844905,4435,9,0,1,0,2,0
0.003648203,75,0,0.004329004,10030,9,0,0,0,0,0
0.320599996,56,0,0.260669262,25000,24,0,2,0,2,0
0.294373449,47,0,0.24226348399999997,7916,7,0,0,0,0,0
0.20191864699999998,71,1,1004.0, ,13,0,2,0, ,0
0.018256504,87,0,13.0, ,2,0,0,0,0,0
0.615657187,34,0,0.40871331,5416,4,0,1,0,0,0
1.0,29,0,0.007890584,1900,2,0,0,0,0,0
0.18271896699999998,42,0,0.11445568099999999,8404,4,0,0,0,0,0
0.0,31,0,0.004329004,1750,2,0,0,0,0,0
0.023110022,52,0,0.55498778,4500,13,0,1,0,1,0
0.655562958,31,0,0.135338346,6250,6,0,0,0,2,0
0.10680943300000001,58,0,0.144933687,9424,6,0,1,0,0,0
0.045727236,29,0,0.175274908,3000,5,0,0,0,0,0
0.8705189520000001,55,0,0.24664839600000002,13500,7,0,1,0,1,0
0.13806896300000002,49,0,0.184686605,16416,7,0,2,0,2,0
0.015726932,87,0,0.008841175,9500,15,0,0,0,0,0
0.012147379,50,0,0.319659522,9750,12,0,2,0,1,0
0.307792285,44,0,0.098780244,5000,10,0,0,0,0,0
0.0,48,0,2616.0, ,15,0,2,0,0,0
0.03261844,74,0,0.01769823,10000,2,0,0,0,0,0
0.431722689,55,0,0.214732788,8307,13,0,0,0,2,0
0.061802464,34,0,1650.0, ,7,0,2,0,2,0
0.087328041,49,0,0.37687469799999995,6200,10,0,2,0,2,0
0.17501803300000002,52,1,0.457991156,9497,12,0,2,0,0,0
0.003999936,76,0,0.004329004,5833,4,0,0,0,0,0
0.738762687,50,0,0.473436935,5533,8,0,2,1,0,0
0.033369849,57,0,0.413894505,5440,9,0,2,0,2,0
0.9999998999999999,29,1,286.0, ,2,1,0,0,0,0
0.248071963,44,0,0.11700314,11144,9,0,0,0,3,0
0.17697052600000002,63,0,0.5691788529999999,5333,24,0,2,0,1,0
0.669085693,53,0,0.881513205,1400,7,0,0,0,0,0
0.233354317,58,0,0.29914308,3850,9,0,1,0,1,0
0.9999998999999999,44,1,442.0, ,2,0,0,0,0,1
0.634017022,43,0,0.362315045,7636,18,0,0,0,4,0
0.0037690859999999996,42,0,0.004329004,2650,4,0,0,0,0,0
0.30790930699999997,71,0,0.607252366,7500,10,0,3,0,0,0
0.126024619,38,0,0.8269670259999999,3062,14,0,2,0,0,0
0.440207972,30,0,0.12571857,4000,5,0,0,0,0,1
0.17291536100000002,64,1,0.1896295,22833,12,0,1,0,1,0
0.8132499879999999,43,1,0.558669964,10916,17,0,3,0,4,1
0.0,45,0,0.171241592,5500,10,0,0,0,0,0
0.158936765,46,0,0.194805195,8700,11,0,2,0,1,0
0.069276814,86,0,838.0, ,15,0,1,0,0,0
0.877900241,50,0,0.23045060899999997,15933,9,0,1,0,4,1
0.11019520099999999,55,0,0.5232790629999999,3500,12,0,1,1,0,0
0.6456354360000001,45,0,0.330479452,2919,2,0,1,0,2,0
0.096425698,35,0,25.0, ,5,0,0,0,0,0
0.040623393,59,0,0.838332807,6333,24,0,3,0,1,0
0.059529919,79,0,0.325069972,2500,14,0,1,0,0,0
0.0,48,0,3103.0, ,7,0,1,0,0,0
0.912175649,44,1,0.009992314,1300,2,0,0,0,0,0
0.779688125,32,0,0.108378171,1300,5,0,0,0,1,0
0.005721218,57,0,0.004329004,7500,3,0,0,0,0,0
0.571225114,69,0,3151.0, ,7,0,2,0,0,0
0.9999998999999999,35,0,0.33605278899999996,8334,2,0,2,0,2,0
0.0,65,0,0.004329004,5000,8,0,0,0,0,0
0.149496514,37,0,0.7710211440000001,6100,4,0,2,0,0,0
0.0,56,0,0.41671665700000005,5000,7,0,2,0,1,0
0.035697217,39,0,0.16773258300000002,11726,9,0,1,0,2,0
0.01136312,69,0,172.0, ,2,0,0,0,0,0
0.9555797709999999,51,0,0.530306186,4800,7,0,2,0,3,0
0.116515307,30,0,0.198160368,5000,10,0,0,0,1,0
0.009962594,83,0,9.0, ,3,0,0,0,0,0
0.010081885,72,0,1182.0, ,10,0,1,0, ,0
0.9651980259999999,47,0,0.823150411,4500,9,0,1,0,0,0
0.0,39,0,0.06348941799999999,6000,7,0,0,0,0,0
0.002666489,45,0,0.155985144,10500,5,0,1,0,2,0
0.09307769099999999,30,0,0.397920416,5000,7,0,2,0,0,0
0.5827362110000001,39,1,0.517233857,4583,12,0,1,1,1,0
0.03695781,61,0,45.0, ,3,0,0,0,0,0
0.9999998999999999,50,2,0.004329004,7713,2,2,0,1,0,0
0.00939812,37,1,0.992503748,2000,5,0,2,0,2,0
0.046976512000000005,62,1,411.0, ,2,1,0,0,0,0
0.047180084000000004,38,0,0.088961262,11667,10,0,0,0,2,0
0.07851074400000001,61,0,0.07768094,5277,11,0,1,0,0,0
0.028064013,62,0,0.147071077,12000,7,0,2,0,2,0
0.872750129,46,0,0.18823358899999998,6900,6,0,0,0,1,0
0.9999998999999999,29,0,1219.0, ,5,0,1,0,0,0
0.17266725100000002,47,2,1108.0, ,10,0,1,0,0,0
0.076566383,55,0,0.021306053,13000,8,0,0,0,0,0
0.947052947,30,0,0.11275695300000001,3307,2,0,0,0,1,0
0.193174961,50,0,0.321688025,12250,11,0,2,0,3,0
0.394412849,50,0,0.377245509,1300,5,0,0,0,0,0
0.439093085,36,0,0.075624501,8766,6,0,0,0,2,0
0.0,66,0,0.327255278,2083,5,0,1,0,0,0
0.556138871,48,2,0.640317052,4667,12,0,1,1,0,0
0.0,46,0,0.523387237,5750,8,0,1,0,1,0
0.376145579,48,0,0.374750033,7500,15,0,2,0,1,0
0.418936309,40,0,0.33733883,11400,13,0,2,0,0,0
0.653239612,50,0,0.389841351,7815,8,0,1,0,1,0
0.027286783999999998,33,0,805.0, ,10,0,1,0,0,0
0.277262777,56,3,0.771022898,10000,10,0,3,0,2,0
0.049051894000000006,58,0,0.202415497,12750,9,0,2,0,1,0
0.9999998999999999,33,0,1786.0, ,3,0,1,0,0,0
0.21736664600000002,66,0,0.48043326299999994,8585,13,0,2,0,2,0
0.040315027999999996,54,0,0.771340682,3900,12,0,1,0,0,0
0.568610025,35,2,0.392121431,2766,6,0,0,0,2,0
0.043752516,47,0,0.145541783,2500,3,0,0,0,4,0
0.248675132,35,0,0.23907455,3500,8,0,0,0,0,0
0.018134201000000003,53,0,0.174171993,6883,5,0,1,0,2,0
0.01408411,55,0,0.820043892,4100,13,0,1,0,3,0
0.124123966,39,0,0.48236181899999997,5300,20,1,2,0,3,0
0.016907432,46,0,0.18414891100000003,17083,7,0,2,0,2,0
0.781459791,55,0,0.077640534,11900,3,0,1,0,2,0
0.164384418,57,0,0.30343819699999997,13000,10,1,2,0,0,0
0.10791545,59,0,0.37108466700000003,7310,9,0,2,0,2,0
0.592634596,57,0,0.459801265,3320,12,0,1,0,2,0
0.16320837,71,0,0.359830021,8000,16,0,1,0,0,0
0.005309456999999999,58,0,0.44284313700000005,10199,12,0,1,0,0,0
0.025475511,32,0,0.008664741,4500,17,0,0,0,0,0
0.9999998999999999,61,0,0.109397315,3500,2,0,0,0,0,0
0.473627741,42,1,0.564869419,4747,17,0,1,0,0,0
0.828450902,29,1,0.558933778,2400,8,0,0,0,0,0
0.933851553,63,0,0.44100694,8500,9,0,1,0,1,0
0.972781558,41,1,50.219269103,1300,4,1,0,0,0,1
0.04844843,68,0,0.071964018,7336,14,0,0,0,0,1
0.14127209400000001,50,3,0.250226819,5510,3,0,1,0,4,0
0.021416368999999998,54,0,0.241780658,8333,13,0,1,0,1,0
0.120088675,38,0,1905.0, ,4,0,2,0,2,0
0.9232957070000001,66,0,0.523213354,1916,9,0,2,1,0,0
0.9999998999999999,47,0,0.190374123,5131,7,1,0,0,0,0
0.03512088,39,0,0.00679864,5000,3,0,0,0,0,0
0.062546873,82,0,37.0, ,6,0,0,0,0,0
0.44883143700000006,52,0,0.339486356,6229,10,0,1,0,0,0
1.0,46,4,0.575151732,2800,8,0,1,0,1,0
0.72745825,44,3,0.7780594279999999,7100,8,0,1,1,3,1
0.023537505,65,0,35.0, ,7,0,0,0,0,0
0.5667523179999999,29,1,0.27571845100000003,2400,6,0,0,0,0,0
0.212981321,42,1,0.357778638,5167,10,0,1,0,0,0
0.118107025,46,0,4981.0, ,11,0,3,0,0,0
0.0,35,2,0.628092977,4000,6,0,1,0,2,1
0.024919003,51,0,0.332537081,18000,10,0,2,0,2,0
0.114958622,56,0,0.09786014300000001,15000,18,0,2,0,4,0
0.105826487,65,0,0.302819779,2446,12,0,1,0,0,0
0.052138202,53,1,0.305950204,7108,8,0,1,0,1,0
0.13474528800000002,62,0,0.040719305,14513,4,0,0,0,1,0
0.0012811189999999998,49,1,3683.0, ,12,0,3,0,0,0
0.141743007,58,0,0.51029794,5000,17,0,2,0,2,0
0.009467833,82,0,1500.0, ,6,0,2,0,0,0
0.009349533,58,0,0.501017355,8354,7,0,2,0,0,0
0.022144177999999997,58,0,0.60689885,6000,10,0,1,0,0,0
0.008791484,83,0,452.0, ,7,0,1,0, ,0
0.9999998999999999,29,0,3084.0, ,2,0,2,0,0,0
0.0,80,0,943.0, ,6,0,1,0,1,0
0.288053028,62,0,0.066902969,9027,2,0,0,0,0,0
0.9179400109999999,42,0,0.815960547,4460,4,0,2,0,3,0
0.123690274,44,0,0.25358763100000004,10800,5,0,2,0,4,0
0.121698733,34,0,72.0, ,6,0,0,0,0,0
0.006666349,65,1,0.004329004,2300,5,0,0,0,0,0
0.33641582,56,0,0.374339962,8900,21,0,2,0,1,0
0.009538849,70,0,0.190613087,16000,13,0,3,0,0,0
0.760174661,46,1,0.7734453109999999,5000,9,0,1,0,1,0
0.638872226,50,0,0.172965407,5000,7,1,0,0,3,0
0.910920809,56,3,0.124980374,12737,13,1,0,0,1,0
0.9999998999999999,29,0,0.004329004,2133,2,0,0,0,0,0
0.0,68,0,1598.0, ,7,0,1,0,0,0
